Employee ID,Mental Fatigue Score
fffe31003300390039003000,0.6156575677819054
fffe31003300310037003800,0.3535245020614199
fffe33003400380035003900,0.4323040831098379
fffe3100370039003200,0.38195450677637593
fffe32003600390036003700,0.5257811666218049
fffe3600390032003200,0.5217823143262348
fffe3600370032003200,0.3235523136222039
fffe32003900390030003000,0.6855621786629912
fffe3100370031003000,0.6122458530163365
fffe31003500320037003600,0.44004703991174166
fffe3400370031003100,0.40070813832881425
fffe32003800300035003300,0.3542490727267438
fffe31003700380037003700,0.3852178211871455
fffe33003400300038003900,0.5831602265137328
fffe33003100300039003600,0.6240500878913979
fffe33003400380038003300,0.5621267725690575
fffe33003400310032003500,0.6002727569282936
fffe33003400360032003000,0.8005710516451259
fffe32003800360033003400,0.250622700129985
fffe3600350031003700,0.4165254365096933
fffe3200310033003500,0.36574113997024327
fffe370039003500,0.1908820920755483
fffe32003500340036003200,0.47761933583490834
fffe360038003200,0.6196617373181378
fffe31003800300039003900,0.5169953907365319
fffe32003500310034003200,0.38882471780750494
fffe33003100320039003300,0.4761512545585101
fffe33003000330034003700,0.3427154854097515
fffe32003500310039003300,0.3464591121170414
fffe31003500310033003200,0.28593956374901663
fffe31003900320038003800,0.4069169177938657
fffe31003400340039003000,0.8771021546739822
fffe390033003000,0.39316195177084523
fffe3700360033003400,0.0009338673913203695
fffe31003700390034003900,0.158711548002693
fffe31003700360035003900,0.6361532394083294
fffe31003200370037003900,0.37738513532415763
fffe31003400310038003500,0.37501701088276074
fffe32003200370033003000,0.43013568191179297
fffe31003300320036003300,0.3295928457921409
fffe3900390034003600,0.6168856967369177
fffe32003300310032003600,0.2413156850950917
fffe3500360039003300,0.8994215620667937
fffe3700340039003900,0.7048910232854684
fffe31003400370032003200,0.30990240460951135
fffe360032003200,0.22984964221028428
fffe33003100340030003600,0.6241729111737494
fffe31003500300037003700,0.29474697714582315
fffe31003600390038003800,0.3595995410026447
fffe33003300360030003500,0.5454361855895795
fffe3900380030003300,0.3359747234183161
fffe31003700330034003500,0.39081572262394476
fffe31003500360036003900,0.32295353311948627
fffe3200380033003100,0.6070267817509618
fffe3900360033003900,0.6688791361744164
fffe33003000370031003200,0.5465653282440588
fffe32003700370036003200,0.21580605313438697
fffe31003400320034003300,0.4413612006161114
fffe32003600360034003200,0.25948530264709224
fffe32003700380035003100,0.7291010770547435
fffe31003400350034003200,0.18486107859542142
fffe31003000320038003200,0.569263770354619
fffe32003400300030003800,0.5104107875742043
fffe32003600320038003300,0.44550727541558754
fffe3300340035003700,0.3744397790556396
fffe31003900320032003000,0.3517785921084521
fffe3300370032003100,0.3201422417646379
fffe33003300350038003900,0.1752264882631618
fffe32003900360038003700,0.24355709323871053
fffe3100380033003400,0.5343342568545206
fffe3900390032003500,0.17531255262359668
fffe32003200320035003600,0.24656631737818255
